factor,factor_bin,metric,method,prefix,n,mean,std,iqr,q05,q95,std_p90,unpredictable
sparsity,1.0,fnr_region_2,TwoStep (tuned),twostep_tuned,699,0.5436337625178826,0.4980924560445912,1.0,0.0,1.0,0.45836138377256924,True
sparsity,1.0,fnr_region_2,TwoStep (recall),twostep_recall,699,0.5436337625178826,0.4980924560445912,1.0,0.0,1.0,0.4763170750164102,True
sparsity,1.0,recall_region_2,TwoStep (tuned),twostep_tuned,699,0.4563662374821173,0.4980924560445912,1.0,0.0,1.0,0.45836138377256924,True
sparsity,1.0,recall_region_2,TwoStep (recall),twostep_recall,699,0.4563662374821173,0.4980924560445912,1.0,0.0,1.0,0.4763170750164102,True
noise,3.026549586817165,fnr_region_2,λ=0,divtree_lambda0,231,0.539240080006796,0.45615007293504795,0.988504371066287,0.0,1.0,0.44362600324610857,True
noise,3.026549586817165,recall_region_2,λ=0,divtree_lambda0,231,0.460759919993204,0.45615007293504795,0.988504371066287,0.0,1.0,0.4436260032461085,True
rareness,0.0222590323398234,precision_region_2,λ=0,divtree_lambda0,112,0.5528895337231743,0.45221254602441757,0.9668532134608134,0.0,1.0,0.3970608242769601,True
data_size,455561.95166088303,fnr_region_2,TwoStep (recall),twostep_recall,221,0.4715662331603035,0.45174117982000367,0.9818494835218888,0.0,1.0,0.44386155117282333,True
data_size,455561.95166088303,recall_region_2,TwoStep (recall),twostep_recall,221,0.5284337668396966,0.45174117982000367,0.9818494835218888,0.0,1.0,0.44386155117282333,True
intensity,0.8424210637824314,fnr_region_2,TwoStep (recall),twostep_recall,220,0.4414581771361417,0.4476597721845101,0.9623993691475632,0.0,1.0,0.44345663194007345,True
intensity,0.8424210637824314,recall_region_2,TwoStep (recall),twostep_recall,220,0.5585418228638583,0.4476597721845101,0.9623993691475632,0.0,1.0,0.44345663194007345,True
data_size,374641.26936243696,fnr_region_2,TwoStep (recall),twostep_recall,231,0.4155384930567764,0.44695964722040915,0.9564104338267818,0.0,1.0,0.44386155117282333,True
data_size,374641.26936243696,recall_region_2,TwoStep (recall),twostep_recall,231,0.5844615069432236,0.44695964722040915,0.9564104338267817,0.0,1.0,0.44386155117282333,True
intensity,0.5316095394193532,fnr_region_2,TwoStep (recall),twostep_recall,233,0.4373110947996622,0.44647415834924764,0.9618506493506493,0.0,1.0,0.44345663194007345,True
intensity,0.5316095394193532,recall_region_2,TwoStep (recall),twostep_recall,233,0.562688905200338,0.4464741583492476,0.9618506493506493,0.0,1.0,0.44345663194007345,True
noise,0.01704130491500777,fnr_region_2,TwoStep (recall),twostep_recall,224,0.42039447038813327,0.44485144738730586,0.9376256110439734,0.0,1.0,0.44234548550132946,True
noise,0.01704130491500777,recall_region_2,TwoStep (recall),twostep_recall,224,0.5796055296118668,0.44485144738730586,0.9376256110439734,0.0,1.0,0.44234548550132946,True
noise,4.274750681290067,fnr_region_2,λ=0,divtree_lambda0,224,0.5582600780195303,0.4444786844466183,0.9456058121129256,0.0,1.0,0.44362600324610857,True
noise,4.274750681290067,recall_region_2,λ=0,divtree_lambda0,224,0.44173992198046974,0.4444786844466183,0.9456058121129256,0.0,1.0,0.4436260032461085,True
noise,0.760494028068737,recall_region_2,TwoStep (recall),twostep_recall,245,0.541096651027384,0.4442759462664043,0.9723609394313968,0.0,1.0,0.44234548550132946,True
noise,0.760494028068737,fnr_region_2,TwoStep (recall),twostep_recall,245,0.4589033489726159,0.44427594626640426,0.9723609394313968,0.0,1.0,0.44234548550132946,True
data_size,208362.77391753628,fnr_region_2,λ=0,divtree_lambda0,212,0.4930694599447321,0.4407559086306351,0.9753315237987653,0.0,1.0,0.43810869570797073,True
data_size,208362.77391753628,recall_region_2,λ=0,divtree_lambda0,212,0.5069305400552678,0.4407559086306351,0.9753315237987653,0.0,1.0,0.43810869570797073,True
intensity,0.3763920367806187,fnr_region_2,λ=0,divtree_lambda0,221,0.518273167898766,0.44040409494150723,0.9472672001985235,0.0,1.0,0.43951193651279735,True
intensity,0.3763920367806187,recall_region_2,λ=0,divtree_lambda0,221,0.4817268321012339,0.44040409494150723,0.9472672001985235,0.0,1.0,0.43951193651279735,True
intensity,0.8424210637824314,fnr_region_2,λ=0,divtree_lambda0,220,0.4514496210581299,0.4398993124378977,0.9666744464528654,0.0,1.0,0.43951193651279735,True
intensity,0.8424210637824314,recall_region_2,λ=0,divtree_lambda0,220,0.54855037894187,0.4398993124378977,0.9666744464528654,0.0,1.0,0.43951193651279735,True
rareness,0.0222590323398234,precision_region_2,λ=2,divtree_lambda2_region2,140,0.44925844809028254,0.4394709169250624,0.9726560299006443,0.0,1.0,0.40591300028870575,True
data_size,64450.92564416891,fnr_region_2,λ=0,divtree_lambda0,213,0.500343235383568,0.43895528406134593,0.9883501259445844,0.0,1.0,0.43810869570797073,True
data_size,64450.92564416891,recall_region_2,λ=0,divtree_lambda0,213,0.49965676461643205,0.43895528406134593,0.9883501259445844,0.0,1.0,0.43810869570797073,True
sparsity,5.0,fnr_region_2,λ=0,divtree_lambda0,791,0.6220271663222177,0.43593539456327174,0.846780319451973,0.0,1.0,0.431952710435421,True
sparsity,5.0,recall_region_2,λ=0,divtree_lambda0,791,0.37797283367778234,0.43593539456327174,0.846780319451973,0.0,1.0,0.431952710435421,True
noise,3.026549586817165,fnr_region_2,λ=2,divtree_lambda2_region2,231,0.5406737475914605,0.43518678720140597,0.9866266031620969,0.0,1.0,0.4317190829016066,True
noise,3.026549586817165,recall_region_2,λ=2,divtree_lambda2_region2,231,0.4593262524085395,0.43518678720140597,0.9866266031620969,0.0,1.0,0.4317190829016066,True
noise,1.5171265228807906,fnr_region_2,λ=8,divtree_lambda8_region2,224,0.49450924865475826,0.43493120454370887,0.923531005369147,0.0,1.0,0.4287915401089431,True
noise,1.5171265228807906,recall_region_2,λ=8,divtree_lambda8_region2,224,0.5054907513452418,0.4349312045437088,0.923531005369147,0.0,1.0,0.4287915401089431,True
noise,1.5171265228807906,recall_region_2,λ=2,divtree_lambda2_region2,224,0.507602545519432,0.43459458729474354,0.9519635726470033,0.0,1.0,0.4317190829016066,True
noise,1.5171265228807906,fnr_region_2,λ=2,divtree_lambda2_region2,224,0.492397454480568,0.4345945872947435,0.9519635726470033,0.0,1.0,0.4317190829016066,True
data_size,208362.77391753628,fnr_region_2,λ=2,divtree_lambda2_region2,212,0.4915566489299542,0.4341939563846657,0.9600656070633319,0.0,1.0,0.4295319496672729,True
data_size,208362.77391753628,recall_region_2,λ=2,divtree_lambda2_region2,212,0.5084433510700459,0.4341939563846657,0.9600656070633319,0.0,1.0,0.42953194966727287,True
data_size,43587.85544382496,fnr_region_2,λ=4,divtree_lambda4_region2,211,0.5239975281179108,0.43351198117091033,0.9577447294394389,0.0,1.0,0.42839849637586885,True
data_size,43587.85544382496,recall_region_2,λ=4,divtree_lambda4_region2,211,0.4760024718820892,0.43351198117091033,0.9577447294394389,0.0,1.0,0.4283984963758689,True
intensity,0.21169951438065343,recall_region_2,λ=2,divtree_lambda2_region2,251,0.47388586956643747,0.4334047128515035,0.9495547942470351,0.0,1.0,0.4303739245509382,True
intensity,0.21169951438065343,fnr_region_2,λ=2,divtree_lambda2_region2,251,0.5261141304335626,0.43340471285150345,0.9495547942470351,0.0,1.0,0.4303739245509382,True
intensity,0.3763920367806187,fnr_region_2,λ=8,divtree_lambda8_region2,221,0.4864040446464256,0.43311149687065875,0.9342222222222222,0.0,1.0,0.4272765893305503,True
intensity,0.3763920367806187,recall_region_2,λ=8,divtree_lambda8_region2,221,0.5135959553535744,0.43311149687065875,0.9342222222222222,0.0,1.0,0.4272765893305503,True
intensity,0.3763920367806187,fnr_region_2,λ=2,divtree_lambda2_region2,221,0.49766058852035444,0.43306479732983827,0.9743589743589743,0.0,1.0,0.4303739245509382,True
intensity,0.3763920367806187,recall_region_2,λ=2,divtree_lambda2_region2,221,0.5023394114796456,0.43306479732983827,0.9743589743589743,0.0,1.0,0.4303739245509382,True
intensity,0.1498882271567853,fnr_region_2,λ=4,divtree_lambda4_region2,212,0.5005040461568679,0.4329000914682365,0.8927517092971669,0.0,1.0,0.42928680468731895,True
intensity,0.1498882271567853,recall_region_2,λ=4,divtree_lambda4_region2,212,0.499495953843132,0.4329000914682365,0.8927517092971669,0.0,1.0,0.42928680468731895,True
data_size,43587.85544382496,fnr_region_2,λ=8,divtree_lambda8_region2,211,0.520335621940583,0.4328758161056387,0.921606043973563,0.0,1.0,0.42836887778108407,True
data_size,43587.85544382496,recall_region_2,λ=8,divtree_lambda8_region2,211,0.479664378059417,0.4328758161056387,0.921606043973563,0.0,1.0,0.42836887778108407,True
intensity,0.3763920367806187,fnr_region_2,λ=4,divtree_lambda4_region2,221,0.4995404121770862,0.4323237334555282,0.9573313293253173,0.0,1.0,0.42928680468731895,True
intensity,0.3763920367806187,recall_region_2,λ=4,divtree_lambda4_region2,221,0.5004595878229138,0.4323237334555282,0.9573313293253173,0.0,1.0,0.42928680468731895,True
rareness,0.0222590323398234,precision_region_2,λ=8,divtree_lambda8_region2,154,0.4206519601920631,0.43183439325975903,0.9757748276131379,0.0,1.0,0.3933268879194818,True
data_size,64450.92564416891,recall_region_2,λ=8,divtree_lambda8_region2,213,0.5216599601576105,0.4316603158699436,0.925280567040756,0.0,1.0,0.42836887778108407,True
data_size,64450.92564416891,fnr_region_2,λ=8,divtree_lambda8_region2,213,0.47834003984238954,0.43166031586994347,0.925280567040756,0.0,1.0,0.42836887778108407,True
rareness,0.04674841824230089,precision_region_2,λ=0,divtree_lambda0,122,0.6288680838076546,0.43095220999707423,0.8857653496077993,0.0,1.0,0.3970608242769601,True
data_size,43587.85544382496,fnr_region_2,λ=2,divtree_lambda2_region2,211,0.5381923895017235,0.43067863174018217,0.9479403566355498,0.0,1.0,0.4295319496672729,True
data_size,43587.85544382496,recall_region_2,λ=2,divtree_lambda2_region2,211,0.4618076104982764,0.4306786317401821,0.9479403566355499,0.0,1.0,0.42953194966727287,True
rareness,0.04674841824230089,precision_region_2,λ=2,divtree_lambda2_region2,152,0.5099852706145903,0.43005140593024216,0.9359697977796883,0.0,1.0,0.40591300028870575,True
noise,0.5384344159537604,fnr_region_2,λ=8,divtree_lambda8_region2,220,0.46556554963445274,0.43003927353232957,0.8954519823479967,0.0,1.0,0.4287915401089431,True
noise,0.5384344159537604,recall_region_2,λ=8,divtree_lambda8_region2,220,0.5344344503655473,0.43003927353232957,0.8954519823479966,0.0,1.0,0.4287915401089431,True
data_size,208362.77391753628,recall_region_2,λ=4,divtree_lambda4_region2,212,0.5194268171805408,0.4297685277044808,0.9258250428540072,0.0,1.0,0.4283984963758689,True
data_size,208362.77391753628,fnr_region_2,λ=4,divtree_lambda4_region2,212,0.48057318281945904,0.4297685277044807,0.9258250428540072,0.0,1.0,0.42839849637586885,True
noise,1.5171265228807906,fnr_region_2,λ=4,divtree_lambda4_region2,224,0.48916628481147667,0.4294282331532061,0.909704609959568,0.0,1.0,0.4283403022218822,True
noise,1.5171265228807906,recall_region_2,λ=4,divtree_lambda4_region2,224,0.5108337151885233,0.4294282331532061,0.9097046099595681,0.0,1.0,0.4283403022218822,True
noise,0.01206534794533958,recall_region_2,λ=4,divtree_lambda4_region2,226,0.5770348299657767,0.4292330816635981,0.8992977256620063,0.0,1.0,0.4283403022218822,True
noise,0.01206534794533958,fnr_region_2,λ=4,divtree_lambda4_region2,226,0.4229651700342233,0.429233081663598,0.8992977256620063,0.0,1.0,0.4283403022218822,True
rareness,0.0222590323398234,precision_region_2,λ=4,divtree_lambda4_region2,156,0.4171692869198195,0.42870596210759637,0.9728862006691429,0.0,1.0,0.40481784666359927,True
intensity,0.8424210637824314,fnr_region_2,λ=8,divtree_lambda8_region2,220,0.4564804282462836,0.427839393389473,0.9423628075308306,0.0,1.0,0.4272765893305503,True
intensity,0.8424210637824314,recall_region_2,λ=8,divtree_lambda8_region2,220,0.5435195717537165,0.427839393389473,0.9423628075308305,0.0,1.0,0.4272765893305503,True
sparsity,5.0,fnr_region_2,λ=2,divtree_lambda2_region2,791,0.625234275661688,0.42744281841303616,0.8637984623858848,0.0,1.0,0.4262964165071911,True
sparsity,5.0,recall_region_2,λ=2,divtree_lambda2_region2,791,0.374765724338312,0.42744281841303616,0.8637984623858849,0.0,1.0,0.4262964165071911,True
sparsity,5.0,recall_region_2,λ=8,divtree_lambda8_region2,791,0.38535020710445816,0.4241997687028438,0.9485084460093208,0.0,1.0,0.42347527811960817,True
sparsity,5.0,fnr_region_2,λ=8,divtree_lambda8_region2,791,0.6146497928955418,0.42419976870284376,0.9485084460093208,0.0,1.0,0.42347527811960817,True
sparsity,6.0,fnr_region_2,λ=4,divtree_lambda4_region2,701,0.5904293326072685,0.4240747524744247,0.9624844977263332,0.0,1.0,0.4240016410553663,True
sparsity,6.0,recall_region_2,λ=4,divtree_lambda4_region2,701,0.40957066739273146,0.4240747524744247,0.9624844977263332,0.0,1.0,0.4240016410553663,True
data_size,140914.75612831092,fnr_region_2,TwoStep (tuned),twostep_tuned,222,0.46453680288886334,0.42056081476600193,0.965246460771194,0.0,1.0,0.4171199150521218,True
data_size,140914.75612831092,recall_region_2,TwoStep (tuned),twostep_tuned,222,0.5354631971111365,0.4205608147660019,0.9652464607711941,0.0,1.0,0.4171199150521218,True
intensity,0.21169951438065343,fnr_region_2,TwoStep (tuned),twostep_tuned,251,0.5297970093876604,0.4203070885413886,0.9249829072445905,0.0,1.0,0.41633648839459225,True
intensity,0.21169951438065343,recall_region_2,TwoStep (tuned),twostep_tuned,251,0.47020299061233956,0.4203070885413886,0.9249829072445906,0.0,1.0,0.41633648839459225,True
intensity,0.5316095394193532,recall_region_2,TwoStep (tuned),twostep_tuned,233,0.5261208359381037,0.41980928171671816,0.9391402347553808,0.0,1.0,0.41633648839459225,True
intensity,0.5316095394193532,fnr_region_2,TwoStep (tuned),twostep_tuned,233,0.47387916406189634,0.4198092817167181,0.9391402347553808,0.0,1.0,0.41633648839459225,True
noise,0.760494028068737,recall_region_2,TwoStep (tuned),twostep_tuned,245,0.5098486887587301,0.41861005479981744,0.9407724547460282,0.0,1.0,0.41432396846810765,True
noise,0.760494028068737,fnr_region_2,TwoStep (tuned),twostep_tuned,245,0.4901513112412698,0.4186100547998174,0.9407724547460282,0.0,1.0,0.41432396846810765,True
rareness,0.04674841824230089,precision_region_2,λ=4,divtree_lambda4_region2,165,0.47137233912107646,0.41857429207364105,0.9380116959064327,0.01499840489312784,1.0,0.40481784666359927,True
noise,1.0741348427807047,fnr_region_2,TwoStep (tuned),twostep_tuned,204,0.4548550900069162,0.41836888565928304,0.9415221528834028,0.0,1.0,0.41432396846810765,True
noise,1.0741348427807047,recall_region_2,TwoStep (tuned),twostep_tuned,204,0.5451449099930837,0.41836888565928304,0.9415221528834028,0.0,1.0,0.41432396846810765,True
data_size,455561.95166088303,recall_region_2,TwoStep (tuned),twostep_tuned,221,0.48781308218584357,0.418165559270886,0.97220792831589,0.0,1.0,0.4171199150521218,True
data_size,455561.95166088303,fnr_region_2,TwoStep (tuned),twostep_tuned,221,0.5121869178141564,0.41816555927088594,0.97220792831589,0.0,1.0,0.4171199150521218,True
rareness,0.04674841824230089,precision_region_2,λ=8,divtree_lambda8_region2,173,0.44064131421387925,0.4122884850557115,0.9384775808133472,0.0,1.0,0.3933268879194818,True
rareness,0.2671528913645983,recall_region_2,λ=0,divtree_lambda0,240,0.4980968721565134,0.4091858056354355,0.8436914594646358,0.0,1.0,0.3917487596737324,True
rareness,0.2671528913645983,fnr_region_2,λ=0,divtree_lambda0,240,0.5019031278434867,0.4091858056354354,0.8436914594646358,0.0,1.0,0.3917487596737324,True
rareness,0.2426635054621208,fnr_region_2,λ=0,divtree_lambda0,213,0.6117790125130604,0.40571863182210655,0.8514228043616578,0.0,1.0,0.3917487596737324,True
rareness,0.2426635054621208,recall_region_2,λ=0,divtree_lambda0,213,0.3882209874869395,0.40571863182210655,0.8514228043616577,0.0,1.0,0.3917487596737324,True
rareness,0.0222590323398234,fnr_region_2,λ=8,divtree_lambda8_region2,222,0.7045179920031927,0.3943308241892203,0.5630763312633951,0.0,1.0,0.375819346622807,True
rareness,0.0222590323398234,recall_region_2,λ=8,divtree_lambda8_region2,222,0.29548200799680746,0.3943308241892202,0.5630763312633951,0.0,1.0,0.375819346622807,True
rareness,0.0222590323398234,fnr_region_2,λ=4,divtree_lambda4_region2,222,0.7137729026595325,0.3923328647424192,0.5108695652173914,0.0,1.0,0.37789458136097254,True
rareness,0.0222590323398234,recall_region_2,λ=4,divtree_lambda4_region2,222,0.2862270973404674,0.39233286474241913,0.5108695652173912,0.0,1.0,0.37789458136097254,True
rareness,0.0222590323398234,recall_region_2,λ=2,divtree_lambda2_region2,222,0.2704231043061099,0.38958341990345197,0.5108695652173912,0.0,1.0,0.3798287770404419,True
rareness,0.0222590323398234,fnr_region_2,λ=2,divtree_lambda2_region2,222,0.7295768956938901,0.3895834199034519,0.5108695652173914,0.0,1.0,0.3798287770404419,True
rareness,0.09572719004725587,fnr_region_2,λ=4,divtree_lambda4_region2,235,0.6812031093673774,0.3891885715611925,0.6733626439631364,0.0,1.0,0.37789458136097254,True
rareness,0.09572719004725587,recall_region_2,λ=4,divtree_lambda4_region2,235,0.31879689063262256,0.3891885715611925,0.6733626439631364,0.0,1.0,0.37789458136097254,True
rareness,0.09572719004725587,fnr_region_2,λ=8,divtree_lambda8_region2,235,0.6733007050504493,0.3877786787641245,0.6467657266164438,0.0,1.0,0.375819346622807,True
rareness,0.09572719004725587,recall_region_2,λ=8,divtree_lambda8_region2,235,0.3266992949495508,0.3877786787641245,0.6467657266164437,0.0,1.0,0.375819346622807,True
rareness,0.0222590323398234,precision_region_2,TwoStep (recall),twostep_recall,113,0.5102321605594075,0.3859093013170762,0.9064327485380117,0.0,1.0,0.34299908832738524,True
rareness,0.2671528913645983,fnr_region_2,λ=2,divtree_lambda2_region2,240,0.5101674645993002,0.38484597936213744,0.7566190681330643,0.0,1.0,0.3798287770404419,True
rareness,0.2671528913645983,recall_region_2,λ=2,divtree_lambda2_region2,240,0.4898325354006998,0.38484597936213744,0.7566190681330643,0.0,1.0,0.3798287770404419,True
rareness,0.0222590323398234,precision_region_2,TwoStep (tuned),twostep_tuned,116,0.5150387736219336,0.38444598626024235,0.9065944729079336,0.0,1.0,0.34421405595942656,True
rareness,0.0222590323398234,f1_region_2,λ=2,divtree_lambda2_region2,222,0.2517760187166564,0.3841622869588172,0.43002104923796597,0.0,1.0,0.3766809924017986,True
rareness,0.0222590323398234,f1_region_2,λ=4,divtree_lambda4_region2,222,0.2623944316392355,0.3828416991729269,0.44232044006557775,0.0,1.0,0.37882363801075863,True
rareness,0.0222590323398234,f1_region_2,λ=8,divtree_lambda8_region2,222,0.26512223209230346,0.3825297858516182,0.44724989470440457,0.0,1.0,0.3737367058482066,True
rareness,0.09572719004725587,f1_region_2,λ=4,divtree_lambda4_region2,235,0.31600505412818247,0.38126819985886323,0.6634503001754444,0.0,1.0,0.37882363801075863,True
rareness,0.09572719004725587,f1_region_2,λ=8,divtree_lambda8_region2,235,0.32646184923231214,0.379054110745497,0.6366189049252731,0.0,1.0,0.3737367058482066,True
rareness,0.09572719004725587,f1_region_2,λ=2,divtree_lambda2_region2,235,0.3011492278362381,0.37676042711636376,0.5987804067841652,0.0,1.0,0.3766809924017986,True
rareness,0.09572719004725587,f1_region_2,λ=0,divtree_lambda0,235,0.272714491816227,0.3736378904145775,0.5140628425107987,0.0,1.0,0.3684886277994117,True
rareness,0.0222590323398234,f1_region_2,λ=0,divtree_lambda0,222,0.2273317315534972,0.3734591532148578,0.3104254109794,0.0,1.0,0.3684886277994117,True
noise,0.01206534794533958,f1_region_2,λ=0,divtree_lambda0,226,0.44176902898211917,0.36532946710906156,0.6504340601933735,0.0,1.0,0.3607976981338745,True
rareness,0.04674841824230089,precision_region_2,TwoStep (recall),twostep_recall,159,0.556695146877088,0.36377370433565254,0.7919994675186368,0.0,1.0,0.34299908832738524,True
intensity,0.1498882271567853,f1_region_2,λ=0,divtree_lambda0,212,0.39176611456407223,0.3632491681595991,0.632955089343014,0.0,1.0,0.3584740301274495,True
rareness,0.04674841824230089,precision_region_2,TwoStep (tuned),twostep_tuned,162,0.5686979373086565,0.3623446543511777,0.7331777445855115,0.0332886977446739,1.0,0.34421405595942656,True
noise,0.024069432106053914,f1_region_2,λ=0,divtree_lambda0,221,0.44906552924754445,0.36208616606384136,0.6424550734042543,0.0,1.0,0.3607976981338745,True
data_size,64450.92564416891,f1_region_2,λ=0,divtree_lambda0,213,0.398574900571041,0.3616590372727235,0.6429092087146675,0.0,1.0,0.3589606579052819,True
data_size,455561.95166088303,f1_region_2,λ=0,divtree_lambda0,221,0.46118237696173764,0.3603851672192489,0.6835313740796221,0.0,1.0,0.3589606579052819,True
rareness,0.04674841824230089,fnr_region_2,TwoStep (tuned),twostep_tuned,245,0.7836216676567413,0.35905312219629637,0.3016949152542373,0.0,1.0,0.3328522872156383,True
rareness,0.04674841824230089,recall_region_2,TwoStep (tuned),twostep_tuned,245,0.21637833234325857,0.35905312219629637,0.3016949152542373,0.0,1.0,0.33285228721563836,True
intensity,0.7508360294199752,f1_region_2,λ=0,divtree_lambda0,230,0.4476742682142343,0.359012431786716,0.6388175819409436,0.0,1.0,0.3584740301274495,True
rareness,0.04674841824230089,fnr_region_2,TwoStep (recall),twostep_recall,245,0.7837765889460573,0.35802188758600484,0.3016949152542373,0.0,1.0,0.3486937994511189,True
rareness,0.04674841824230089,recall_region_2,TwoStep (recall),twostep_recall,245,0.2162234110539428,0.35802188758600484,0.3016949152542373,0.0,1.0,0.3486937994511189,True
data_size,455561.95166088303,f1_region_2,λ=2,divtree_lambda2_region2,221,0.47418482633778714,0.3573335638983382,0.6443266948192882,0.0,1.0,0.35299894724784936,True
rareness,0.04674841824230089,f1_region_2,TwoStep (tuned),twostep_tuned,245,0.22427222387789625,0.3569201657111686,0.2659193523275728,0.0,1.0,0.33485917844274565,True
noise,0.01206534794533958,f1_region_2,λ=2,divtree_lambda2_region2,226,0.4634428076961201,0.35640213995057196,0.5829282957877614,0.0,1.0,0.3538171385063605,True
data_size,64450.92564416891,f1_region_2,λ=8,divtree_lambda8_region2,213,0.42721198495429447,0.35630901799996506,0.6100150154307908,0.0,1.0,0.3488068880111833,True
intensity,0.7508360294199752,f1_region_2,λ=2,divtree_lambda2_region2,230,0.46629095306619744,0.3558016701989383,0.6201739505136713,0.0,1.0,0.35124055724434083,True
rareness,0.04674841824230089,f1_region_2,TwoStep (recall),twostep_recall,245,0.222671459253112,0.3556971573398098,0.2659193523275728,0.0,1.0,0.3347925455448858,True
data_size,455561.95166088303,f1_region_2,λ=4,divtree_lambda4_region2,221,0.47544145268655297,0.3555064452341065,0.6108094812294701,0.0,1.0,0.35253465799871603,True
data_size,455561.95166088303,f1_region_2,λ=8,divtree_lambda8_region2,221,0.4821887993528446,0.35533934869811423,0.6063386710091753,0.0,1.0,0.3488068880111833,True
data_size,64450.92564416891,f1_region_2,λ=2,divtree_lambda2_region2,213,0.41624457167344264,0.3552141305015453,0.6195248330503929,0.0,1.0,0.35299894724784936,True
noise,0.13529471303661472,f1_region_2,λ=2,divtree_lambda2_region2,234,0.45420715445465415,0.35408858834242135,0.5996986304610348,0.0,1.0,0.3538171385063605,True
data_size,43587.85544382496,f1_region_2,λ=4,divtree_lambda4_region2,211,0.39559922186585156,0.35344795032557286,0.6004789791235309,0.0,1.0,0.35253465799871603,True
noise,0.01206534794533958,f1_region_2,λ=4,divtree_lambda4_region2,226,0.4768224115524596,0.35340776528215223,0.5937586952392229,0.0,1.0,0.34964159360563196,True
intensity,0.1498882271567853,f1_region_2,λ=2,divtree_lambda2_region2,212,0.4007434501838056,0.3533152114409687,0.5611079517595954,0.0,1.0,0.35124055724434083,True
intensity,0.1498882271567853,f1_region_2,λ=4,divtree_lambda4_region2,212,0.40764539361716867,0.3525037811374588,0.5366466787628958,0.0,1.0,0.3509695534361159,True
rareness,0.09572719004725587,f1_region_2,TwoStep (tuned),twostep_tuned,235,0.22569360477858472,0.35181601691342207,0.2855755911153571,0.0,1.0,0.33485917844274565,True
rareness,0.09572719004725587,f1_region_2,TwoStep (recall),twostep_recall,235,0.22531758920232342,0.3517484402842385,0.28609779651874323,0.0,1.0,0.3347925455448858,True
intensity,0.7508360294199752,f1_region_2,λ=4,divtree_lambda4_region2,230,0.47245488117046025,0.35136525500070875,0.5875663170365738,0.0,1.0,0.3509695534361159,True
rareness,0.09572719004725587,fnr_region_2,TwoStep (recall),twostep_recall,235,0.7859091661553306,0.35133671937980393,0.294919588820576,0.0,1.0,0.3486937994511189,True
rareness,0.09572719004725587,recall_region_2,TwoStep (recall),twostep_recall,235,0.2140908338446696,0.35133671937980393,0.2949195888205759,0.0,1.0,0.3486937994511189,True
rareness,0.09572719004725587,fnr_region_2,TwoStep (tuned),twostep_tuned,235,0.7870026918800109,0.3513071820312392,0.2858369087839978,0.0,1.0,0.3328522872156383,True
rareness,0.09572719004725587,recall_region_2,TwoStep (tuned),twostep_tuned,235,0.21299730811998913,0.3513071820312392,0.28583690878399776,0.0,1.0,0.33285228721563836,True
noise,0.5384344159537604,f1_region_2,λ=8,divtree_lambda8_region2,220,0.4444233900274956,0.3511589448104423,0.5906854016902204,0.0,1.0,0.3497675285395157,True
noise,0.024069432106053914,f1_region_2,λ=4,divtree_lambda4_region2,221,0.4669468986199747,0.3510173294432908,0.5776297549065045,0.0,1.0,0.34964159360563196,True
noise,0.024069432106053914,f1_region_2,λ=8,divtree_lambda8_region2,221,0.4734326357777946,0.35099626625590324,0.5823850924980308,0.0,1.0,0.3497675285395157,True
noise,0.03399607980711228,f1_region_2,TwoStep (tuned),twostep_tuned,202,0.525230817831221,0.3493420204759907,0.7262613694707032,0.0,1.0,0.34331462425450227,True
intensity,0.2664944002069672,f1_region_2,TwoStep (tuned),twostep_tuned,218,0.4176222493863631,0.34932973614637425,0.6101609386084544,0.0,1.0,0.3442966324839895,True
intensity,0.3763920367806187,f1_region_2,λ=8,divtree_lambda8_region2,221,0.4215328562422187,0.3492973644911368,0.569409365708436,0.0,1.0,0.3452925682792211,True
data_size,455561.95166088303,f1_region_2,TwoStep (tuned),twostep_tuned,221,0.41327033520029843,0.34762517170693213,0.5949142600060269,0.0,1.0,0.34179640817242274,True
intensity,0.7508360294199752,f1_region_2,λ=8,divtree_lambda8_region2,230,0.4760454228802814,0.34705367586341956,0.5758491740224683,0.0,1.0,0.3452925682792211,True
noise,0.03399607980711228,f1_region_2,TwoStep (recall),twostep_recall,202,0.5124852845532689,0.34523841593647125,0.5858707478691773,0.0,1.0,0.33541338825174577,True
noise,0.06781953893881253,f1_region_2,TwoStep (tuned),twostep_tuned,206,0.4821810855766231,0.3449354182926591,0.5538415653002107,0.0,1.0,0.34331462425450227,True
intensity,0.4223033626515117,f1_region_2,TwoStep (tuned),twostep_tuned,235,0.4640239141586665,0.34451928975617774,0.5897534900641944,0.0,1.0,0.3442966324839895,True
data_size,455561.95166088303,f1_region_2,TwoStep (recall),twostep_recall,221,0.40332836773903524,0.34367937566634815,0.5686184679211965,0.0,1.0,0.3333058759733296,True
data_size,78372.01043754505,f1_region_2,TwoStep (tuned),twostep_tuned,202,0.4536513589478721,0.3424527021650094,0.5234531276569437,0.0,1.0,0.34179640817242274,True
intensity,0.5316095394193532,f1_region_2,TwoStep (recall),twostep_recall,233,0.42003275391957995,0.3375261409473642,0.5546373468843903,0.0,1.0,0.33572519776697707,True
data_size,140914.75612831092,f1_region_2,TwoStep (recall),twostep_recall,222,0.4308500770649128,0.3370057281983909,0.5655427513229573,0.0,1.0,0.3333058759733296,True
